monthly_rent,monthly_aconto,move_in_price,housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,deposit,prepaid_rent,energy_mark,area,availability_in
12000.0,79880.0,6079880.0,Lejlighed,62.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,36000.0,12000.0,C,København S,1-3 months
6550.0,535.0,33285.0,Lejlighed,38.0,1,0,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,19650.0,6550.0,A15,Valby,<1 month
31400.0,1850.0,158850.0,Lejlighed,157.0,4,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,94200.0,31400.0,none,Hellerup,3+ months
25100.0,2440.0,127940.0,Lejlighed,108.0,3,2,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,75300.0,25100.0,none,Hellerup,3+ months
11000.0,2000.0,46000.0,Lejlighed,100.0,2,0,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,22000.0,11000.0,A15,Kongens Lyngby,1-3 months
14000.0,1150.0,71150.0,Lejlighed,100.0,4,4,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,42000.0,14000.0,C,København S,1-3 months
15000.0,1500.0,76500.0,Lejlighed,101.0,3,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,45000.0,15000.0,none,Kongens Lyngby,3+ months
12950.0,1050.0,39900.0,Lejlighed,45.0,3,3,Ja,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,25900.0,0.0,A20,Nordhavn,3+ months
7600.0,625.0,30000.0,Lejlighed,41.0,1,0,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ikke angivet,Nej,Ikke angivet,Ikke angivet,21775.0,0.0,C,Brønshøj,1-3 months
4500.0,0.0,6500.0,Værelse,12.0,1,0,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ikke angivet,Ja,2000.0,0.0,none,Kongens Lyngby,<1 month
5000.0,5000.0,30000.0,Lejlighed,41.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ja,5000.0,15000.0,D,København K,1-3 months
8900.0,550.0,45050.0,Lejlighed,35.0,1,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,26700.0,8900.0,none,København S,1-3 months
4500.0,0.0,13500.0,Værelse,7.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,9000.0,0.0,C,København N,1-3 months
8400.0,1000.0,17800.0,Værelse,25.0,1,1,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,8400.0,0.0,D,Gentofte,1-3 months
21500.0,1000.0,151500.0,Lejlighed,156.0,3,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,64500.0,64500.0,D,København K,1-3 months
9000.0,950.0,45950.0,Værelse,35.0,2,2,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,9000.0,27000.0,none,Klampenborg,<1 month
4499.0,0.0,4499.0,Værelse,20.0,1,0,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,0.0,0.0,F,Kastrup,<1 month
13450.0,500.0,27400.0,Lejlighed,90.0,3,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,13450.0,0.0,C,Hellerup,3+ months
16500.0,0.0,33000.0,Lejlighed,80.0,4,4,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,16500.0,0.0,none,København V,1-3 months
22995.0,1500.0,116475.0,Lejlighed,126.0,4,6,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,68985.0,22995.0,B,København S,1-3 months
12000.0,500.0,36500.0,Lejlighed,56.0,2,1,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,12000.0,12000.0,C,Kongens Lyngby,<1 month
19000.0,833.0,76833.0,Lejlighed,96.0,3,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,57000.0,0.0,none,København V,3+ months
14400.0,800.0,72800.0,Lejlighed,98.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,43200.0,14400.0,A20,Søborg,1-3 months
16400.0,1000.0,83000.0,Lejlighed,103.0,4,5,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,49200.0,16400.0,A15,København S,3+ months
10000.0,750.0,50750.0,Lejlighed,54.0,2,2,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,30000.0,10000.0,D,Valby,1-3 months
9700.0,1200.0,69100.0,Lejlighed,70.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,29100.0,29100.0,D,Glostrup,<1 month
11000.0,540.0,55540.0,Lejlighed,43.0,2,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,33000.0,11000.0,none,København N,<1 month
12000.0,1000.0,85000.0,Lejlighed,94.0,3,0,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,36000.0,36000.0,C,Skodsborg,<1 month
7500.0,690.0,38190.0,Lejlighed,35.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,22500.0,7500.0,A15,København Ø,<1 month
9600.0,775.0,48775.0,Lejlighed,34.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,28800.0,9600.0,none,København S,3+ months
6500.0,0.0,24500.0,Værelse,12.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,18000.0,0.0,A20,Valby,<1 month
19500.0,1500.0,79500.0,Lejlighed,135.0,2,3,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,58500.0,0.0,none,København K,<1 month
14000.0,56000.0,168000.0,Lejlighed,47.0,1,5,Ja,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,42000.0,0.0,C,København K,3+ months
10600.0,750.0,53750.0,Lejlighed,65.0,2,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,31800.0,10600.0,A15,Brøndby,1-3 months
5700.0,0.0,17100.0,Værelse,14.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ja,5700.0,5700.0,none,Valby,1-3 months
7200.0,725.0,36725.0,Værelse,14.0,1,4,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,14400.0,14400.0,B,København K,1-3 months
16200.0,750.0,81750.0,Lejlighed,92.0,4,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,48600.0,16200.0,none,København K,1-3 months
12500.0,800.0,63300.0,Lejlighed,53.0,2,2,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,37500.0,12500.0,A15,Frederiksberg C,<1 month
14000.0,1000.0,40000.0,Lejlighed,88.0,3,1,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,20000.0,5000.0,B,København SV,1-3 months
5200.0,0.0,15600.0,Værelse,15.0,1,0,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Ja,Nej,Ja,5200.0,5200.0,C,Gentofte,<1 month
15900.0,1050.0,80550.0,Lejlighed,124.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,47700.0,15900.0,A15,Brøndby,1-3 months
15700.0,800.0,79300.0,Lejlighed,71.0,2,0,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,47100.0,15700.0,A20,Nordhavn,1-3 months
25000.0,1000.0,76000.0,Lejlighed,123.0,4,4,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,25000.0,25000.0,D,København K,1-3 months
13000.0,1000.0,66000.0,Lejlighed,91.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,39000.0,13000.0,none,Glostrup,<1 month
13000.0,1000.0,66000.0,Lejlighed,85.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,39000.0,13000.0,none,Glostrup,<1 month
13700.0,1150.0,69650.0,Lejlighed,99.0,4,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,41100.0,13700.0,none,Glostrup,<1 month
12800.0,1000.0,65000.0,Lejlighed,91.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,38400.0,12800.0,none,Glostrup,<1 month
7200.0,500.0,36500.0,Lejlighed,32.0,1,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,21600.0,7200.0,A15,Brønshøj,<1 month
7500.0,800.0,38300.0,Lejlighed,33.0,1,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,22500.0,7500.0,A15,Brønshøj,1-3 months
14300.0,750.0,72250.0,Lejlighed,72.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,42900.0,14300.0,A15,København S,1-3 months
13100.0,1000.0,66500.0,Lejlighed,89.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,39300.0,13100.0,none,Glostrup,<1 month
7800.0,1200.0,55800.0,Lejlighed,51.0,2,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,23400.0,23400.0,none,Dragør,1-3 months
12500.0,700.0,63200.0,Lejlighed,85.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Nej,Nej,Ja,37500.0,12500.0,none,Brønshøj,1-3 months
18100.0,1050.0,91550.0,Lejlighed,97.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,54300.0,18100.0,none,København S,<1 month
19500.0,1350.0,98850.0,Lejlighed,121.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,58500.0,19500.0,none,København S,1-3 months
16400.0,1100.0,83100.0,Lejlighed,115.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,49200.0,16400.0,A15,Virum,3+ months
10600.0,800.0,53800.0,Lejlighed,68.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Nej,31800.0,10600.0,none,Taastrup,1-3 months
16900.0,900.0,85400.0,Lejlighed,95.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,50700.0,16900.0,A10,Vedbæk,1-3 months
14500.0,58000.0,174000.0,Lejlighed,79.0,2,2,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,43500.0,0.0,none,København S,1-3 months
7450.0,500.0,45075.0,Lejlighed,33.0,1,0,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,22275.0,14850.0,none,Ballerup,<1 month
14100.0,1100.0,71600.0,Lejlighed,97.0,4,6,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,42300.0,14100.0,A10,Søborg,<1 month
1608750.0,500.0,8093750.0,Lejlighed,117.0,3,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Nej,4826250.0,1608750.0,C,København NV,<1 month
20000.0,0.0,100000.0,Lejlighed,118.0,3,4,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ja,60000.0,20000.0,C,København Ø,<1 month
14800.0,2500.0,106100.0,Lejlighed,140.0,5,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ikke angivet,Ja,Ikke angivet,44400.0,44400.0,D,Glostrup,<1 month
11000.0,800.0,55800.0,Lejlighed,59.0,2,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,33000.0,11000.0,A20,Søborg,3+ months
65000.0,2500.0,312500.0,Lejlighed,253.0,6,1,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,180000.0,65000.0,C,København Ø,<1 month
13999.0,1148.0,35147.0,Lejlighed,63.0,1,1,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,20000.0,0.0,none,København K,1-3 months
10500.0,967.0,31467.0,Lejlighed,50.0,2,5,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,20000.0,0.0,none,København N,<1 month
12000.0,32000.0,144000.0,Lejlighed,72.0,2,2,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,20000.0,0.0,none,Frederiksberg,<1 month
11500.0,1460.0,32960.0,Lejlighed,66.0,2,1,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,20000.0,0.0,none,København S,<1 month
6000.0,0.0,12000.0,Værelse,15.0,2,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,6000.0,0.0,none,København K,<1 month
25150.0,1500.0,127250.0,Lejlighed,116.0,4,1,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,75450.0,25150.0,none,København K,<1 month
17900.0,1000.0,108400.0,Lejlighed,90.0,3,1,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,53700.0,35800.0,none,Frederiksberg,1-3 months
21900.0,1000.0,132400.0,Lejlighed,110.0,4,1,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,65700.0,43800.0,none,Frederiksberg,1-3 months
17900.0,1000.0,108400.0,Lejlighed,90.0,3,1,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,53700.0,35800.0,none,Frederiksberg,1-3 months
13995.0,1250.0,71225.0,Lejlighed,113.0,4,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,41985.0,13995.0,A15,Ishøj,<1 month
14100.0,1340.0,71840.0,Lejlighed,97.0,4,6,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,42300.0,14100.0,A10,Søborg,1-3 months
14400.0,800.0,72800.0,Lejlighed,88.0,3,5,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,43200.0,14400.0,A20,Søborg,3+ months
19000.0,1600.0,96600.0,Lejlighed,137.0,4,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,57000.0,19000.0,none,København S,<1 month
19500.0,1400.0,98900.0,Lejlighed,124.0,4,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,58500.0,19500.0,none,København S,<1 month
12800.0,800.0,64800.0,Lejlighed,78.0,3,5,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,38400.0,12800.0,A20,Taastrup,1-3 months
14600.0,1200.0,30400.0,Lejlighed,105.0,4,5,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,14600.0,0.0,none,Herlev,3+ months
18800.0,1400.0,95400.0,Lejlighed,104.0,3,4,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,56400.0,18800.0,D,København K,1-3 months
10200.0,800.0,51800.0,Lejlighed,53.0,2,3,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Nej,Ja,30600.0,10200.0,A15,Hvidovre,3+ months
9900.0,575.0,59975.0,Lejlighed,40.0,2,0,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,29700.0,19800.0,none,Søborg,<1 month
23000.0,2000.0,94000.0,Lejlighed,121.0,4,4,Ja,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,69000.0,0.0,D,København K,<1 month
12200.0,1250.0,62250.0,Lejlighed,103.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,36600.0,12200.0,A20,Hedehusene,<1 month
11400.0,1055.0,58055.0,Lejlighed,87.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,34200.0,11400.0,A20,Hedehusene,<1 month
11300.0,1065.0,57565.0,Lejlighed,88.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,33900.0,11300.0,A20,Hedehusene,<1 month
6650.0,0.0,12650.0,Værelse,19.0,1,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,6000.0,0.0,E,Værløse,<1 month
14800.0,900.0,74900.0,Lejlighed,76.0,2,4,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,44400.0,14800.0,none,København SV,1-3 months
12500.0,1270.0,63770.0,Lejlighed,105.0,4,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,37500.0,12500.0,A20,Hedehusene,<1 month
11000.0,995.0,55995.0,Lejlighed,82.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,33000.0,11000.0,A20,Hedehusene,<1 month
12500.0,1250.0,63750.0,Lejlighed,104.0,4,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,37500.0,12500.0,A20,Hedehusene,<1 month
11300.0,1075.0,57575.0,Lejlighed,89.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,33900.0,11300.0,A20,Hedehusene,<1 month
14500.0,500.0,87500.0,Lejlighed,69.0,3,5,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ja,43500.0,29000.0,D,København S,<1 month
12200.0,1210.0,62210.0,Lejlighed,100.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,36600.0,12200.0,A20,Hedehusene,<1 month
11200.0,1065.0,57065.0,Lejlighed,88.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,33600.0,11200.0,A20,Hedehusene,<1 month
11400.0,1055.0,58055.0,Lejlighed,87.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,34200.0,11400.0,A20,Hedehusene,<1 month
14200.0,1191.0,72191.0,Lejlighed,118.0,4,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,42600.0,14200.0,A15,Ballerup,3+ months
15391.0,1300.0,109037.0,Lejlighed,100.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,46173.0,46173.0,none,Gentofte,3+ months
11700.0,900.0,59400.0,Lejlighed,78.0,3,6,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,35100.0,11700.0,A15,Ishøj,<1 month
22795.0,1400.0,115375.0,Lejlighed,132.0,3,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,68385.0,22795.0,none,København N,<1 month
8900.0,400.0,44900.0,Lejlighed,35.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,26700.0,8900.0,none,København S,<1 month
11300.0,950.0,57450.0,Lejlighed,81.0,3,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,33900.0,11300.0,A15,Ishøj,<1 month
13750.0,700.0,69450.0,Lejlighed,66.0,2,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,41250.0,13750.0,A15,København S,1-3 months
12650.0,952.0,64202.0,Lejlighed,80.0,2,1,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,37950.0,12650.0,none,Valby,1-3 months
11250.0,750.0,45750.0,Lejlighed,83.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,33750.0,0.0,A15,Hedehusene,1-3 months
11800.0,850.0,59850.0,Lejlighed,76.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,35400.0,11800.0,none,Hedehusene,1-3 months
10800.0,800.0,54800.0,Lejlighed,66.0,2,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,32400.0,10800.0,none,Hedehusene,1-3 months
8750.0,400.0,44150.0,Lejlighed,35.0,1,0,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,26250.0,8750.0,none,København S,1-3 months
10500.0,700.0,53200.0,Lejlighed,60.0,2,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,31500.0,10500.0,none,Hedehusene,1-3 months
13050.0,380.0,65630.0,Lejlighed,72.0,3,8,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Nej,Ja,Ikke angivet,Ja,39150.0,13050.0,A15,København S,3+ months
11400.0,700.0,57700.0,Lejlighed,64.0,2,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,34200.0,11400.0,A15,Rødovre,1-3 months
13350.0,1000.0,67750.0,Lejlighed,81.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,40050.0,13350.0,A20,Rødovre,1-3 months
9800.0,900.0,49900.0,Lejlighed,70.0,2,5,Ja,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,29400.0,9800.0,D,Taastrup,1-3 months
5000.0,0.0,15000.0,Værelse,22.0,1,0,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,0.0,none,Vanløse,<1 month
16300.0,1180.0,82680.0,Lejlighed,101.0,3,16,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,48900.0,16300.0,none,København S,<1 month
15700.0,1300.0,48400.0,Lejlighed,119.0,5,0,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ja,15700.0,15700.0,none,Herlev,3+ months
14200.0,1200.0,43800.0,Lejlighed,105.0,4,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,14200.0,14200.0,none,Herlev,3+ months
17200.0,1140.0,87140.0,Lejlighed,97.0,4,20,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,51600.0,17200.0,none,København S,<1 month
19900.0,1813.0,81413.0,Lejlighed,161.0,5,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,59700.0,0.0,none,Kongens Lyngby,1-3 months
4500.0,0.0,13500.0,Værelse,12.0,1,3,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,4500.0,4500.0,none,København N,<1 month
6000.0,0.0,24000.0,Lejlighed,60.0,1,6,Ja,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,18000.0,0.0,C,København S,1-3 months
27000.0,1500.0,109500.0,Lejlighed,188.0,2,4,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,81000.0,0.0,none,København K,3+ months
29167.0,2020.0,147855.0,Lejlighed,200.0,5,5,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,87501.0,29167.0,none,København V,<1 month
19800.0,1500.0,100500.0,Lejlighed,134.0,5,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,59400.0,19800.0,none,København S,<1 month
17150.0,910.0,86660.0,Lejlighed,84.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,51450.0,17150.0,none,København Ø,3+ months
6100.0,400.0,30900.0,Lejlighed,33.0,1,2,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,18300.0,6100.0,none,København S,3+ months
